order_id,customer_id,order_date,status,region_code
O00104,C0017,2025-12-30 12:44:29,SHIPPED,EAST
O00105,C0189,2024-11-05 22:44:16,PLACED,NORTH
O00106,C0124,2026-03-09 07:05:07,SHIPPED,WEST
O00107,C0301,2025-01-30 22:03:57,DELIVERED,NORTH
O00108,,2025-07-18 00:00:00,RETURNED,SOUTH
O00109,C0439,2026-04-05 17:01:58,SHIPPED,EAST
O00110,C0334,2026-01-30 00:00:00,PLACED,WEST
O00111,C0467,2024-12-09 02:53:52,PLACED,SOUTH
O00112,C0130,2024-10-22 08:08:50,DELIVERED,WEST
O00113,C0459,2025-01-19 00:36:28,DELIVERED,SOUTH
O00114,C0239,2025-09-04 07:01:43,RETURNED,WEST
O00115,C0300,2025-06-12 13:48:53,DELIVERED,EAST
O00116,C0153,2026-04-08 00:25:57,DELIVERED,EAST
O00117,C0328,2025-04-25 07:45:25,DELIVERED,SOUTH
O00118,C0077,2026-04-19 11:48:50,PLACED,WEST
O00119,C0339,2025-10-07 02:18:10,PLACED,WEST
O00120,C0152,2025-11-25 09:04:50,CANCELLED,NORTH
O00121,C0299,2026-01-28 20:54:36,SHIPPED,EAST
O00122,C0372,2026-01-19 04:01:28,CANCELLED,EAST
O00123,C0260,2026-02-05 10:20:15,RETURNED,SOUTH
O00124,C0151,2024-09-14 21:09:10,DELIVERED,SOUTH
O00125,C0485,2024-12-08 07:11:31,PLACED,SOUTH
O00126,C0182,2025-06-03 16:14:11,CANCELLED,EAST
O00127,C0191,2025-12-12 08:25:03,PLACED,WEST
O00128,C0028,2024-08-09 13:26:34,RETURNED,NORTH
O00129,C0242,2026-04-22 05:21:00,CANCELLED,EAST
O00130,C0212,2024-10-15 04:49:57,SHIPPED,SOUTH
O00131,C0176,2026-05-06 21:24:45,CANCELLED,SOUTH
O00132,C0162,2024-11-26 07:56:12,PLACED,WEST
O00133,C0171,2025-08-06 19:21:33,PLACED,NORTH
O00134,C0232,2026-07-25 14:07:58,SHIPPED,SOUTH
O00135,C0251,2025-11-14 16:12:15,SHIPPED,WEST
O00136,C0325,2025-07-09 14:50:31,CANCELLED,WEST
O00137,,2024-10-12 21:52:47,DELIVERED,NORTH
O00138,C0457,2024-09-24 05:21:52,SHIPPED,NORTH
O00139,,2025-02-25 19:12:31,SHIPPED,EAST
O00140,C0160,2025-01-24 16:54:55,RETURNED,EAST
O00141,C0086,2025-05-20 00:00:00,DELIVERED,WEST
O00142,C0373,2024-10-06 14:52:01,CANCELLED,SOUTH
O00143,C0176,2025-11-21 11:56:21,SHIPPED,SOUTH
O00144,C0486,2024-09-03 18:37:43,PLACED,SOUTH
O00145,C0115,2026-02-19 04:22:43,PLACED,SOUTH
O00146,C0064,2025-05-30 23:10:27,PLACED,WEST
O00147,C0449,2026-07-29 08:02:38,RETURNED,NORTH
O00148,C0305,2025-06-12 15:22:47,PLACED,NORTH
O00149,C0354,2025-11-25 07:57:59,PLACED,EAST
O00150,C0243,2025-12-28 02:48:40,PLACED,EAST
O00151,C0216,2025-09-14 03:03:56,DELIVERED,SOUTH
O00152,C0215,2025-03-15 22:59:30,RETURNED,NORTH
O00153,C0145,2026-02-09 04:06:44,SHIPPED,SOUTH
O00154,C0399,2025-11-12 12:30:51,SHIPPED,EAST
O00155,C0361,2024-09-19 02:00:24,RETURNED,WEST
O00156,C0467,2026-03-29 07:55:30,DELIVERED,SOUTH
O00157,,2026-05-04 12:59:24,PLACED,WEST
O00158,C0077,2024-12-19 14:06:32,PLACED,NORTH
O00159,C0464,2025-12-15 18:42:48,DELIVERED,EAST
O00160,C0238,2025-08-24 10:30:46,PLACED,EAST
O00161,C0185,2025-07-12 09:51:01,PLACED,NORTH
O00162,C0436,2024-08-13 00:00:00,SHIPPED,SOUTH
O00163,C0169,2025-01-09 02:54:49,RETURNED,EAST
O00164,C0450,2026-05-28 02:32:53,DELIVERED,SOUTH
O00165,C0059,2025-12-28 16:01:39,DELIVERED,WEST
O00166,C0354,2026-07-29 09:24:49,SHIPPED,NORTH
O00167,C0068,2026-04-21 20:47:06,SHIPPED,NORTH
O00168,C0214,2025-09-11 21:53:44,RETURNED,WEST
O00169,C0093,2025-03-15 14:21:58,RETURNED,NORTH
O00170,C0442,2025-01-03 17:09:22,SHIPPED,WEST
O00171,C0472,2024-08-31 13:20:31,CANCELLED,NORTH
O00172,C0033,2026-04-06 08:52:53,RETURNED,SOUTH
O00173,C0490,2025-11-14 02:35:10,RETURNED,NORTH
O00174,C0222,2025-09-06 00:07:12,DELIVERED,WEST
O00175,C0077,2025-09-10 02:16:52,RETURNED,NORTH
O00176,C0006,2026-01-29 22:51:54,CANCELLED,WEST
O00177,C0446,2025-02-01 09:28:41,DELIVERED,SOUTH
O00178,C0170,2025-11-26 06:47:27,SHIPPED,WEST
O00179,C0207,2024-12-15 02:12:30,CANCELLED,WEST
O00180,C0046,2026-01-10 23:32:36,PLACED,WEST
O00181,C0382,2024-09-02 11:02:47,CANCELLED,NORTH
O00182,C0286,2025-05-11 20:51:28,RETURNED,EAST
O00183,C0456,2025-02-07 06:53:06,CANCELLED,EAST
O00184,C0187,2025-12-27 05:15:35,CANCELLED,EAST
O00185,C0287,2024-08-05 16:10:24,DELIVERED,WEST
O00186,C0059,2024-12-05 17:48:05,PLACED,EAST
O00187,C0182,2024-10-11 21:41:08,DELIVERED,EAST
O00188,C0360,2025-03-07 18:39:15,CANCELLED,SOUTH
O00189,C0421,2026-04-03 00:58:27,PLACED,EAST
O00190,C0313,2025-06-11 16:48:07,CANCELLED,SOUTH
O00191,C0235,2025-05-06 17:35:42,DELIVERED,NORTH
O00192,C0388,2026-01-07 14:13:25,RETURNED,NORTH
O00193,C0396,2025-06-08 08:49:11,RETURNED,SOUTH
O00194,C0494,2025-06-16 08:58:19,PLACED,WEST
O00195,C0430,2025-11-03 16:08:40,SHIPPED,SOUTH
O00196,C0375,2025-01-08 00:52:28,RETURNED,EAST
O00197,C0259,2025-09-11 14:14:30,RETURNED,SOUTH
O00198,C0141,2024-08-17 09:16:15,DELIVERED,WEST
O00199,C0413,2026-02-28 20:06:21,RETURNED,EAST
O00200,C0432,2026-02-02 23:16:54,RETURNED,SOUTH
O00201,C0103,2024-09-27 17:56:06,DELIVERED,SOUTH
O00202,C0364,2026-07-20 09:31:38,RETURNED,EAST
O00203,C0364,2024-10-14 11:37:54,CANCELLED,WEST
O00204,C0346,2025-10-06 07:58:04,DELIVERED,WEST
O00205,,2025-03-14 10:10:00,CANCELLED,SOUTH
O00206,C0028,2026-02-20 11:01:29,SHIPPED,EAST
O00207,C0350,2026-05-11 22:45:19,DELIVERED,SOUTH
O00208,C0386,2025-10-13 17:27:22,CANCELLED,NORTH
O00209,C0316,2026-07-17 03:49:18,SHIPPED,WEST
O00210,C0122,2025-11-01 05:27:58,DELIVERED,NORTH
O00211,C0475,2025-05-02 19:47:02,DELIVERED,NORTH
O00212,C0007,2025-05-02 08:13:24,CANCELLED,SOUTH
O00213,C0467,2026-04-30 21:07:03,DELIVERED,SOUTH
O00214,C0398,2025-03-08 05:17:53,CANCELLED,SOUTH
O00215,C0350,2025-01-28 05:16:20,RETURNED,NORTH
O00216,,2025-11-19 10:15:05,DELIVERED,SOUTH
O00217,C0083,2025-01-03 13:01:50,DELIVERED,WEST
O00218,C0364,2025-07-24 00:00:00,DELIVERED,NORTH
O00219,C0397,2026-07-28 13:56:25,DELIVERED,WEST
O00220,C0405,2025-06-15 05:06:45,DELIVERED,SOUTH
O00221,C0490,2025-10-25 23:51:23,RETURNED,SOUTH
O00222,C0213,2024-08-09 01:31:39,DELIVERED,SOUTH
O00223,C0453,2025-02-24 06:12:54,DELIVERED,EAST
O00224,C0112,2024-12-19 09:42:11,CANCELLED,NORTH
O00225,C0059,2025-06-17 16:21:28,RETURNED,SOUTH
O00226,,2025-09-02 15:46:49,CANCELLED,NORTH
O00227,C0198,2024-10-27 03:28:08,PLACED,EAST
O00228,C0264,2025-10-13 08:26:58,PLACED,EAST
O00229,C0460,2024-09-30 16:11:26,PLACED,NORTH
O00230,C0086,2025-08-31 06:34:17,RETURNED,NORTH
O00231,C0321,2025-03-22 00:04:11,SHIPPED,WEST
O00232,C0428,2025-04-26 12:14:30,CANCELLED,NORTH
O00233,C0383,2024-11-04 00:00:00,DELIVERED,NORTH
O00234,C0045,2026-04-21 02:44:47,DELIVERED,NORTH
O00235,C0295,2025-09-08 03:10:32,CANCELLED,WEST
O00236,C0231,2025-02-21 14:34:16,PLACED,WEST
O00237,C0345,2026-06-16 00:00:00,RETURNED,NORTH
O00238,C0388,2025-09-27 00:00:00,PLACED,EAST
O00239,C0476,2026-04-29 00:59:00,DELIVERED,NORTH
O00240,C0145,2026-04-13 16:39:57,CANCELLED,NORTH
O00241,C0243,2025-10-25 23:37:01,CANCELLED,EAST
O00242,C0492,2025-02-15 17:47:37,DELIVERED,NORTH
O00243,C0284,2026-01-26 15:29:33,PLACED,NORTH
O00244,C0294,2025-07-15 08:37:26,PLACED,EAST
O00245,C0108,2025-05-25 08:06:15,DELIVERED,SOUTH
O00246,C0212,2025-10-16 21:02:31,SHIPPED,SOUTH
O00247,C0095,2025-08-16 02:19:58,SHIPPED,NORTH
O00248,C0093,2026-03-26 12:02:49,PLACED,WEST
O00249,C0331,2025-02-10 09:45:37,PLACED,EAST
O00250,C0051,2026-03-16 19:08:37,DELIVERED,EAST
O00251,C0066,2025-04-26 06:33:13,DELIVERED,NORTH
O00252,C0461,2026-03-30 21:01:40,DELIVERED,EAST
O00253,C0356,2025-07-27 20:22:22,DELIVERED,EAST
O00254,C0491,2026-01-16 00:00:00,SHIPPED,SOUTH
O00255,C0365,2025-07-29 07:16:11,DELIVERED,SOUTH
O00256,C0348,2026-07-02 19:14:01,CANCELLED,WEST
O00257,C0184,2025-11-04 06:03:26,PLACED,SOUTH
O00258,C0331,2026-06-06 00:05:49,SHIPPED,SOUTH
O00259,C0135,2024-08-26 16:40:20,PLACED,NORTH
O00260,C0435,2025-08-14 00:00:00,RETURNED,WEST
O00261,C0394,2024-11-03 18:12:59,RETURNED,EAST
O00262,C0279,2025-02-21 16:55:37,SHIPPED,EAST
O00263,C0201,2024-09-26 22:07:15,DELIVERED,SOUTH
O00264,C0238,2025-05-29 16:21:52,DELIVERED,NORTH
O00265,C0340,2025-12-10 15:07:49,RETURNED,SOUTH
O00266,C0388,2026-04-10 00:25:55,SHIPPED,SOUTH
O00267,C0377,2025-01-23 15:02:33,PLACED,SOUTH
O00268,C0390,2026-01-13 05:23:26,DELIVERED,SOUTH
O00269,C0022,2026-02-01 01:41:17,DELIVERED,WEST
O00270,C0241,2025-01-31 01:01:36,PLACED,EAST
O00271,C0053,2026-04-18 22:54:28,DELIVERED,EAST
O00272,C0297,2025-04-07 16:27:54,CANCELLED,EAST
O00273,C0301,2025-06-21 18:59:44,RETURNED,EAST
O00274,C0193,2025-05-06 17:00:35,CANCELLED,EAST
O00275,C0419,2025-09-10 15:09:17,CANCELLED,NORTH
O00276,C0257,2025-09-25 12:05:37,SHIPPED,NORTH
O00277,C0264,2024-08-13 00:04:18,SHIPPED,SOUTH
O00278,C0186,2026-01-31 19:01:22,SHIPPED,WEST
O00279,C0416,2026-05-13 19:43:22,CANCELLED,WEST
O00280,C0108,2025-02-26 00:00:44,CANCELLED,NORTH
O00281,,2025-02-14 06:40:32,SHIPPED,SOUTH
O00282,C0323,2025-03-16 14:17:03,SHIPPED,NORTH
O00283,C0086,2024-10-16 16:38:23,CANCELLED,NORTH
O00284,C0450,2025-06-11 07:25:27,DELIVERED,NORTH
O00285,C0111,2026-01-10 17:27:27,CANCELLED,SOUTH
O00286,C0113,2026-03-10 01:14:26,RETURNED,SOUTH
O00287,C0320,2026-05-05 04:45:35,DELIVERED,WEST
O00288,C0306,2025-04-28 02:01:39,CANCELLED,SOUTH
O00289,,2024-10-03 12:05:53,RETURNED,WEST
O00290,C0424,2025-10-10 04:24:27,CANCELLED,NORTH
O00291,C0450,2026-07-29 21:18:09,PLACED,NORTH
O00292,C0247,2024-12-22 02:02:01,RETURNED,NORTH
O00293,C0460,2025-08-10 14:27:21,CANCELLED,WEST
O00294,C0190,2025-04-06 05:49:51,CANCELLED,SOUTH
O00295,C0481,2025-05-07 01:14:34,CANCELLED,EAST
O00296,C0302,2025-01-22 05:11:10,RETURNED,NORTH
O00297,C0218,2026-07-01 02:04:53,SHIPPED,NORTH
O00298,C0146,2025-10-25 01:35:48,DELIVERED,SOUTH
O00299,C0003,2025-03-02 10:45:16,RETURNED,NORTH
O00300,,2024-12-25 10:10:02,DELIVERED,WEST
O00301,C0186,2026-03-08 00:10:44,RETURNED,EAST
O00302,C0134,2026-01-18 00:51:41,DELIVERED,EAST
O00303,C0349,2026-07-29 00:01:59,RETURNED,WEST
O00304,C0092,2026-07-13 05:05:44,DELIVERED,EAST
O00305,C0296,2024-12-31 03:47:50,SHIPPED,NORTH
O00306,C0383,2025-08-28 00:50:24,SHIPPED,NORTH
O00307,C0110,2026-02-28 23:35:11,RETURNED,NORTH
O00308,C0083,2025-01-07 12:52:20,PLACED,SOUTH
O00309,C0242,2025-02-03 20:57:05,PLACED,EAST
O00310,C0114,2026-02-27 16:12:35,CANCELLED,WEST
O00311,C0315,2025-02-09 11:04:43,RETURNED,NORTH
O00312,C0485,2026-06-14 07:55:03,CANCELLED,WEST
O00313,C0006,2025-02-27 14:19:59,RETURNED,EAST
O00314,,2025-01-13 01:27:05,RETURNED,SOUTH
O00315,C0315,2025-01-30 00:00:00,SHIPPED,NORTH
O00316,C0500,2025-01-09 22:39:39,CANCELLED,EAST
O00317,C0343,2026-05-15 23:14:13,RETURNED,NORTH
O00318,C0378,2025-02-15 09:28:42,RETURNED,EAST
O00319,C0372,2026-05-17 01:13:38,DELIVERED,EAST
O00320,C0494,2025-11-28 22:18:01,SHIPPED,WEST
O00321,C0477,2025-05-08 00:00:00,SHIPPED,WEST
O00322,C0260,2024-12-04 14:47:11,DELIVERED,EAST
O00323,C0485,2026-04-02 11:17:02,DELIVERED,EAST
O00324,C0356,2024-10-27 07:39:03,CANCELLED,SOUTH
O00325,C0388,2024-11-06 13:30:55,CANCELLED,NORTH
O00326,C0247,2026-07-21 04:22:06,SHIPPED,SOUTH
O00327,C0410,2024-10-05 09:55:57,RETURNED,NORTH
O00328,C0359,2026-01-12 08:52:09,PLACED,WEST
O00329,C0345,2026-01-02 17:56:22,RETURNED,SOUTH
O00330,C0244,2025-08-23 02:45:25,RETURNED,EAST
O00331,C0094,2025-11-25 05:22:57,SHIPPED,WEST
O00332,C0378,2024-08-10 14:17:33,DELIVERED,SOUTH
O00333,C0118,2026-03-22 01:21:46,RETURNED,EAST
O00334,C0080,2026-06-02 04:07:17,PLACED,WEST
O00335,,2025-09-30 00:37:27,PLACED,WEST
O00336,C0191,2024-09-07 06:39:36,RETURNED,EAST
O00337,C0252,2026-05-26 02:52:53,RETURNED,EAST
O00338,C0204,2025-08-15 01:23:39,PLACED,WEST
O00339,C0245,2025-05-20 00:00:00,DELIVERED,WEST
O00340,C0441,2025-11-30 12:53:55,PLACED,WEST
O00341,C0162,2025-04-07 00:00:00,SHIPPED,WEST
O00342,C0298,2025-08-22 20:42:29,DELIVERED,SOUTH
O00343,C0281,2026-07-04 01:00:39,RETURNED,EAST
O00344,C0188,2026-06-20 17:36:39,CANCELLED,EAST
O00345,C0187,2026-07-03 04:06:21,SHIPPED,SOUTH
O00346,C0295,2025-10-25 16:38:08,DELIVERED,SOUTH
O00347,C0285,2026-06-11 05:50:35,SHIPPED,SOUTH
O00348,C0243,2025-03-06 20:12:47,CANCELLED,SOUTH
O00349,C0458,2025-08-21 16:05:35,DELIVERED,WEST
O00350,C0154,2024-12-25 11:47:48,PLACED,WEST
O00351,C0051,2026-03-22 01:42:02,DELIVERED,WEST
O00352,C0430,2026-07-17 22:25:23,DELIVERED,EAST
O00353,C0185,2025-09-06 11:02:23,DELIVERED,EAST
O00354,C0011,2025-03-11 03:22:00,RETURNED,SOUTH
O00355,C0296,2025-06-10 11:49:47,SHIPPED,EAST
O00356,C0182,2025-01-24 22:55:40,CANCELLED,NORTH
O00357,C0196,2026-03-11 02:59:21,SHIPPED,SOUTH
O00358,C0328,2025-10-27 08:38:11,RETURNED,WEST
O00359,C0435,2024-11-13 01:29:46,DELIVERED,SOUTH
O00360,C0161,2024-09-16 12:12:48,DELIVERED,WEST
O00361,C0139,2025-09-17 19:14:14,DELIVERED,WEST
O00362,C0212,2026-04-18 06:17:22,SHIPPED,SOUTH
O00363,C0339,2025-06-30 03:23:17,PLACED,SOUTH
O00364,C0086,2025-08-11 23:21:02,CANCELLED,NORTH
O00365,C0014,2026-08-05 07:14:46,PLACED,NORTH
O00366,C0135,2025-09-29 11:27:48,CANCELLED,EAST
O00367,C0118,2024-08-30 17:49:48,SHIPPED,SOUTH
O00368,C0270,2025-08-30 00:00:00,DELIVERED,EAST
O00369,C0443,2025-05-02 04:45:13,RETURNED,EAST
O00370,C0281,2025-06-07 06:14:01,RETURNED,SOUTH
O00371,C0303,2026-06-04 17:50:21,RETURNED,WEST
O00372,C0269,2026-01-20 13:05:52,DELIVERED,WEST
O00373,C0277,2026-03-31 02:42:59,DELIVERED,EAST
O00374,C0212,2024-12-19 05:19:59,PLACED,SOUTH
O00375,C0177,2025-07-26 13:34:12,CANCELLED,WEST
O00376,,2024-11-06 22:38:37,DELIVERED,SOUTH
O00377,,2026-01-29 19:02:25,CANCELLED,WEST
O00378,C0203,2025-09-11 22:51:44,CANCELLED,WEST
O00379,C0113,2025-07-28 19:09:20,SHIPPED,EAST
O00380,C0146,2025-04-07 14:59:03,DELIVERED,WEST
O00381,C0097,2026-01-22 18:38:03,DELIVERED,NORTH
O00382,C0327,2024-08-11 23:45:09,RETURNED,WEST
O00383,C0097,2024-08-14 15:09:31,RETURNED,NORTH
O00384,C0096,2026-01-11 01:00:36,SHIPPED,WEST
O00385,,2025-01-16 03:31:39,PLACED,WEST
O00386,C0112,2025-05-27 03:52:08,CANCELLED,EAST
O00387,C0238,2025-10-30 00:00:00,PLACED,SOUTH
O00388,C0029,2024-10-22 16:53:38,RETURNED,WEST
O00389,C0093,2025-04-15 05:23:19,CANCELLED,NORTH
O00390,C0063,2025-05-13 07:34:27,CANCELLED,WEST
O00391,C0127,2025-11-24 00:00:00,CANCELLED,NORTH
O00392,C0267,2026-06-05 20:43:05,CANCELLED,EAST
O00393,C0480,2025-02-23 03:59:29,PLACED,NORTH
O00394,C0130,2024-12-28 19:35:33,DELIVERED,NORTH
O00395,C0443,2025-10-05 12:46:52,SHIPPED,WEST
O00396,,2025-02-25 14:40:46,RETURNED,NORTH
O00397,C0203,2025-02-05 00:00:00,PLACED,WEST
O00398,C0353,2025-03-02 16:57:06,PLACED,SOUTH
O00399,C0081,2025-08-06 13:19:57,DELIVERED,NORTH
O00400,C0031,2025-11-24 15:31:59,RETURNED,NORTH
O00401,C0065,2025-04-28 22:35:59,RETURNED,EAST
O00402,C0413,2025-05-16 16:08:20,PLACED,WEST
O00403,C0184,2024-12-26 07:13:03,PLACED,WEST
O00404,C0362,2025-08-27 20:33:55,CANCELLED,SOUTH
O00405,C0291,2025-06-30 17:41:11,CANCELLED,EAST
O00406,C0445,2025-01-15 23:25:41,RETURNED,SOUTH
O00407,C0036,2025-06-26 23:16:37,DELIVERED,EAST
O00408,,2026-01-31 17:02:54,CANCELLED,SOUTH
O00409,,2026-03-12 16:45:49,RETURNED,SOUTH
O00410,C0165,2025-05-21 15:10:22,RETURNED,WEST
O00411,C0098,2025-05-16 00:21:54,RETURNED,SOUTH
O00412,C0314,2026-05-31 00:36:39,DELIVERED,NORTH
O00413,C0050,2025-06-12 14:24:20,SHIPPED,SOUTH
O00414,,2025-03-10 15:29:26,SHIPPED,NORTH
O00415,C0017,2025-07-21 13:00:56,CANCELLED,EAST
O00416,C0026,2024-12-23 04:11:47,PLACED,NORTH
O00417,C0477,2025-10-23 06:40:03,PLACED,WEST
O00418,C0411,2024-11-15 07:25:46,CANCELLED,EAST
O00419,C0407,2025-10-26 18:14:12,DELIVERED,NORTH
O00420,C0376,2026-01-20 07:00:26,SHIPPED,NORTH
O00421,C0052,2025-01-29 23:36:40,SHIPPED,SOUTH
O00422,C0270,2026-04-29 20:25:56,SHIPPED,WEST
O00423,C0383,2024-10-22 00:31:30,DELIVERED,WEST
O00424,C0360,2026-02-16 07:47:32,SHIPPED,SOUTH
O00425,C0282,2025-03-03 03:02:03,SHIPPED,WEST
O00426,C0478,2026-04-22 00:05:50,DELIVERED,EAST
O00427,C0212,2025-02-04 14:32:43,DELIVERED,SOUTH
O00428,C0289,2025-10-10 19:06:25,RETURNED,EAST
O00429,C0185,2025-07-07 03:57:35,CANCELLED,NORTH
O00430,,2026-06-01 13:34:12,PLACED,SOUTH
O00431,C0456,2025-05-28 06:59:57,SHIPPED,SOUTH
O00432,C0439,2025-01-04 17:42:05,DELIVERED,SOUTH
O00433,,2024-11-26 17:32:33,SHIPPED,EAST
O00434,C0188,2026-04-18 20:35:50,DELIVERED,EAST
O00435,C0048,2026-03-02 02:14:21,SHIPPED,NORTH
O00436,C0371,2024-11-29 14:35:46,CANCELLED,NORTH
